PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
SKI60;IDENTIFICADOR COM NUMERO 60;100;R$ 0,37;4;9,75;R$ 0,03
SKI61;IDENTIFICADOR COM NUMERO 61;100;R$ 0,24;4;9,75;R$ 0,02
SKI62;IDENTIFICADOR COM NUMERO 62;100;R$ 0,20;4;9,75;R$ 0,01
SKI63;IDENTIFICADOR COM NUMERO 63;100;R$ 0,24;4;9,75;R$ 0,02
SKI64;IDENTIFICADOR COM NUMERO 64;100;R$ 0,20;4;9,75;R$ 0,01
SKI65;IDENTIFICADOR COM NUMERO 65;100;R$ 0,24;4;9,75;R$ 0,02
SKI66;IDENTIFICADOR COM NUMERO 66;100;R$ 0,24;4;9,75;R$ 0,02
SKI67;IDENTIFICADOR COM NUMERO 67;100;R$ 0,24;4;9,75;R$ 0,02
SKI68;IDENTIFICADOR COM NUMERO 68;100;R$ 0,24;4;9,75;R$ 0,02
SKI69;IDENTIFICADOR COM NUMERO 69;100;R$ 0,24;4;9,75;R$ 0,02
SKI7;IDENTIFICADOR COM NUMERO 7;100;R$ 1,04;4;9,75;R$ 0,10
SKI70;IDENTIFICADOR COM NUMERO 70;100;R$ 0,24;4;9,75;R$ 0,02
SKI71;IDENTIFICADOR COM NUMERO 71;100;R$ 0,24;4;9,75;R$ 0,02
SKI72;IDENTIFICADOR COM NUMERO 72;100;R$ 0,24;4;9,75;R$ 0,02
SKI73;IDENTIFICADOR COM NUMERO 73;100;R$ 0,24;4;9,75;R$ 0,02
SKI74;IDENTIFICADOR COM NUMERO 74;100;R$ 0,24;4;9,75;R$ 0,02
SKI75;IDENTIFICADOR COM NUMERO 75;100;R$ 0,20;4;9,75;R$ 0,01
SKI76;IDENTIFICADOR COM NUMERO 76;100;R$ 0,24;4;9,75;R$ 0,02
SKI77;IDENTIFICADOR COM NUMERO 77;100;R$ 0,20;4;9,75;R$ 0,01
SKI78;IDENTIFICADOR COM NUMERO 78;100;R$ 0,24;4;9,75;R$ 0,02
SKI79;IDENTIFICADOR COM NUMERO 79;100;R$ 0,20;4;9,75;R$ 0,01
SKI8;IDENTIFICADOR COM NUMERO 8;100;R$ 0,37;4;9,75;R$ 0,03
SKI80;IDENTIFICADOR COM NUMERO 80;100;R$ 0,20;4;9,75;R$ 0,01
SKI81;IDENTIFICADOR COM NUMERO 81;100;R$ 0,20;4;9,75;R$ 0,01
SKI82;IDENTIFICADOR COM NUMERO 82;100;R$ 0,20;4;9,75;R$ 0,01
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SKI83;IDENTIFICADOR COM NUMERO 83;100;R$ 0,24;4;9,75;R$ 0,02
SKI84;IDENTIFICADOR COM NUMERO 84;100;R$ 0,24;4;9,75;R$ 0,02
SKI85;IDENTIFICADOR COM NUMERO 85;100;R$ 0,20;4;9,75;R$ 0,01
SKI86;IDENTIFICADOR COM NUMERO 86;100;R$ 0,20;4;9,75;R$ 0,01
SKI87;IDENTIFICADOR COM NUMERO 87;100;R$ 0,20;4;9,75;R$ 0,01
SKI88;IDENTIFICADOR COM NUMERO 88;100;R$ 0,20;4;9,75;R$ 0,01
SKI89;IDENTIFICADOR COM NUMERO 89;100;R$ 0,24;4;9,75;R$ 0,02
SKI9;IDENTIFICADOR COM NUMERO 9;100;R$ 0,37;4;9,75;R$ 0,03
SKI90;IDENTIFICADOR COM NUMERO 90;100;R$ 0,24;4;9,75;R$ 0,02
SKI91;IDENTIFICADOR COM NUMERO 91;100;R$ 0,20;4;9,75;R$ 0,01
SKI92;IDENTIFICADOR COM NUMERO 92;100;R$ 0,20;4;9,75;R$ 0,01
SKI93;IDENTIFICADOR COM NUMERO 93;100;R$ 0,20;4;9,75;R$ 0,01
SKI94;IDENTIFICADOR COM NUMERO 94;100;R$ 0,20;4;9,75;R$ 0,01
SKI95;IDENTIFICADOR COM NUMERO 95;100;R$ 0,24;4;9,75;R$ 0,02
SKI96;IDENTIFICADOR COM NUMERO 96;100;R$ 0,24;4;9,75;R$ 0,02
SKI97;IDENTIFICADOR COM NUMERO 97;100;R$ 0,20;4;9,75;R$ 0,01
SKI98;IDENTIFICADOR COM NUMERO 98;100;R$ 0,24;4;9,75;R$ 0,02
SKI99;IDENTIFICADOR COM NUMERO 99;100;R$ 0,20;4;9,75;R$ 0,01
SKI0M;IDENTIFICADOR COM SIMBOLO +;100;R$ 0,24;4;9,75;R$ 0,02
SKI0T;IDENTIFICADOR COM SIMBOLO -;100;R$ 0,24;4;9,75;R$ 0,02
SKI0P;IDENTIFICADOR COM SIMBOLO .;100;R$ 0,20;4;9,75;R$ 0,01
SKI0B;IDENTIFICADOR COM SIMBOLO /;100;R$ 0,20;4;9,75;R$ 0,01
SKI0I;IDENTIFICADOR COM SIMBOLO =;100;R$ 0,20;4;9,75;R$ 0,01
SKI0PE;IDENTIFICADOR COM SIMBOLO TERRA;100;R$ 0,25;4;9,75;R$ 0,02
SKI0A;IDENTIFICADOR COM SIMBOLO ~;100;R$ 0,20;4;9,75;R$ 0,01
SKIL1;IDENTIFICADOR L1;100;R$ 0,20;4;9,75;R$ 0,01
SKIL2;IDENTIFICADOR L2;100;R$ 0,20;4;9,75;R$ 0,01
SKIL3;IDENTIFICADOR L3;100;R$ 0,20;4;9,75;R$ 0,01
SKIN1;IDENTIFICADOR N1;100;R$ 0,20;4;9,75;R$ 0,01
SKIN2;IDENTIFICADOR N2;100;R$ 0,20;4;9,75;R$ 0,01
SKIN3;IDENTIFICADOR N3;100;R$ 0,20;4;9,75;R$ 0,01
SKIR1;IDENTIFICADOR R1;100;R$ 0,20;4;9,75;R$ 0,01
SKIR2;IDENTIFICADOR R2;100;R$ 0,20;4;9,75;R$ 0,01
SKIR3;IDENTIFICADOR R3;100;R$ 0,20;4;9,75;R$ 0,01
SKIS1;IDENTIFICADOR S1;100;R$ 0,20;4;9,75;R$ 0,01
SKIS2;IDENTIFICADOR S2;100;R$ 0,20;4;9,75;R$ 0,01
SKIS3;IDENTIFICADOR S3;100;R$ 0,20;4;9,75;R$ 0,01
SKIT1;IDENTIFICADOR T1;100;R$ 0,20;4;9,75;R$ 0,01
SKIT2;IDENTIFICADOR T2;100;R$ 0,20;4;9,75;R$ 0,01
SKIT3;IDENTIFICADOR T3;100;R$ 0,20;4;9,75;R$ 0,01
SKIU1;IDENTIFICADOR U1;100;R$ 0,37;4;9,75;R$ 0,03
SKIU2;IDENTIFICADOR U2;100;R$ 0,20;4;9,75;R$ 0,01
SKIU3;IDENTIFICADOR U3;100;R$ 0,20;4;9,75;R$ 0,01
SKIV1;IDENTIFICADOR V1;100;R$ 0,20;4;9,75;R$ 0,01
SKIV2;IDENTIFICADOR V2;100;R$ 0,20;4;9,75;R$ 0,01
SKIV3;IDENTIFICADOR V3;100;R$ 0,20;4;9,75;R$ 0,01
SKIW1;IDENTIFICADOR W1;100;R$ 0,20;4;9,75;R$ 0,01
SKIW2;IDENTIFICADOR W2;100;R$ 0,20;4;9,75;R$ 0,01
SKIW3;IDENTIFICADOR W3;100;R$ 0,20;4;9,75;R$ 0,01
SKIX1;IDENTIFICADOR X1;100;R$ 0,20;4;9,75;R$ 0,01
SKIX2;IDENTIFICADOR X2;100;R$ 0,50;4;9,75;R$ 0,04
SKIX3;IDENTIFICADOR X3;100;R$ 0,20;4;9,75;R$ 0,01
SKIY1;IDENTIFICADOR Y1;100;R$ 0,50;4;9,75;R$ 0,04
SKIY2;IDENTIFICADOR Y2;100;R$ 0,50;4;9,75;R$ 0,04
SKIY3;IDENTIFICADOR Y3;100;R$ 0,20;4;9,75;R$ 0,01
SKIZ1;IDENTIFICADOR Z1;100;R$ 0,50;4;9,75;R$ 0,04
SKIZ2;IDENTIFICADOR Z2;100;R$ 0,20;4;9,75;R$ 0,01
SKIZ3;IDENTIFICADOR Z3;100;R$ 0,50;4;9,75;R$ 0,04
SIB25;PLACA SEPARADORA BORNE K 2.5mm;1;R$ 2,32;4;9,75;R$ 0,22
SIB10;PLACA SEPARADORA BORNE K 4/10mm;1;R$ 2,32;4;9,75;R$ 0,22
SCC10;PONTE CONECTORA 10P BORNE K 10.0MM;1;R$ 13,50;4;9,75;R$ 1,31
SCC16;PONTE CONECTORA 10P BORNE K 16.0MM;1;R$ 29,66;4;9,75;R$ 2,89
SCC25;PONTE CONECTORA 10P BORNE K 2.5MM;1;R$ 8,85;4;9,75;R$ 0,86
SCC4;PONTE CONECTORA 10P BORNE K 4.0MM;1;R$ 10,58;4;9,75;R$ 1,03
SCC6;PONTE CONECTORA 10P BORNE K 6.0MM;1;R$ 12,53;4;9,75;R$ 1,22
SCC102;PONTE CONECTORA 2P BORNE K 10.0MM;1;R$ 2,10;4;9,75;R$ 0,20
SCC162;PONTE CONECTORA 2P BORNE K 16.0mm;1;R$ 3,81;4;9,75;R$ 0,37
SCC252;PONTE CONECTORA 2P BORNE K 2.5MM;1;R$ 1,65;4;9,75;R$ 0,16
SCC352;PONTE CONECTORA 2P BORNE K 35.0mm;1;R$ 5,76;4;9,75;R$ 0,56
SCC42;PONTE CONECTORA 2P BORNE K 4.0mm;1;R$ 1,85;4;9,75;R$ 0,18
SCC62;PONTE CONECTORA 2P BORNE K 6.0MM;1;R$ 2,23;4;9,75;R$ 0,21
SCC103;PONTE CONECTORA 3P BORNE K 10.0mm;1;R$ 3,19;4;9,75;R$ 0,31
SCC163;PONTE CONECTORA 3P BORNE K 16.0mm;1;R$ 4,51;4;9,75;R$ 0,43
SCC253;PONTE CONECTORA 3P BORNE K 2.5mm;1;R$ 2,89;4;9,75;R$ 0,28
SCC353;PONTE CONECTORA 3P BORNE K 35.0mm;1;R$ 6,66;4;9,75;R$ 0,64
SCC43;PONTE CONECTORA 3P BORNE K 4.0MM;1;R$ 3,55;4;9,75;R$ 0,34
SCC63;PONTE CONECTORA 3P BORNE K 6.0mm;1;R$ 3,49;4;9,75;R$ 0,34
SCC104;PONTE CONECTORA 4P BORNE K 10.0mm;1;R$ 4,17;4;9,75;R$ 0,40
SCC164;PONTE CONECTORA 4P BORNE K 16.0mm;1;R$ 6,15;4;9,75;R$ 0,59
SCC254;PONTE CONECTORA 4P BORNE K 2.5MM;1;R$ 2,73;4;9,75;R$ 0,26
SCC44;PONTE CONECTORA 4P BORNE K 4.0mm;1;R$ 4,00;4;9,75;R$ 0,39
SCC64;PONTE CONECTORA 4P BORNE K 6.0mm;1;R$ 5,16;4;9,75;R$ 0,50
SKEW35;POSTE FINAL BORNE K;1;R$ 0,57;4;9,75;R$ 0,05
STPN10;TAMPA CONECTOR BORNE K 10.0mm AZ;1;R$ 0,63;4;9,75;R$ 0,06
STP10;TAMPA CONECTOR BORNE K 10.0mm BG;1;R$ 0,56;4;9,75;R$ 0,05
STPN16;TAMPA CONECTOR BORNE K 16.0mm AZ;1;R$ 1,70;4;9,75;R$ 0,16
STP16;TAMPA CONECTOR BORNE K 16.0mm BG;1;R$ 0,71;4;9,75;R$ 0,06
STPN25;TAMPA CONECTOR BORNE K 2.5mm AZ;1;R$ 0,79;4;9,75;R$ 0,07
STP25;TAMPA CONECTOR BORNE K 2.5mm BG;1;R$ 0,41;4;9,75;R$ 0,03
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
STP35;TAMPA CONECTOR BORNE K 35.0MM BG;1;R$ 0,84;4;9,75;R$ 0,08
STPN35;TAMPA CONECTOR BORNE K 35.0mm AZ;1;R$ 1,92;4;9,75;R$ 0,18
STP4;TAMPA CONECTOR BORNE K 4.0MM BG;1;R$ 0,62;4;9,75;R$ 0,06
STPN70;TAMPA CONECTOR BORNE K 70.0mm AZ;1;R$ 3,91;4;9,75;R$ 0,38
STP70;TAMPA CONECTOR BORNE K 70.0mm BG;1;R$ 1,61;4;9,75;R$ 0,15
QUA1316;BARRAMENTO N/T 16 TERM QUASAR;1;R$ 61,82;4;9,75;R$ 6,02
QUA1322;BARRAMENTO N/T 22 TERM QUASAR;1;R$ 77,28;4;9,75;R$ 7,53
QUA1332;BARRAMENTO N/T 32 TERM QUASAR;1;R$ 92,73;4;9,75;R$ 9,04
QUA1308;BARRAMENTO N/T 8 TERM QUASAR;1;R$ 30,91;4;9,75;R$ 3,01
QUA16CH;CHAVE PARA QUASAR - CHAVE;1;R$ 352,89;4;9,75;R$ 34,40
QUA16QU;CHAVE PARA QUASAR - QUADRADO;1;R$ 405,82;4;9,75;R$ 39,56
QUA16TR;CHAVE PARA QUASAR - TRIANGULO;1;R$ 366,71;4;9,75;R$ 35,75
QUA15IN;KIT DE ASSOCIACAO M32 QUASAR;1;R$ 36,13;4;9,75;R$ 3,52
QUA15EX;KIT DE FIX CAIXA EXTERNO QUASAR;1;R$ 29,57;4;9,75;R$ 2,88
QUA1122;PLACA 103X225 2 ABERTURAS QUASAR;1;R$ 50,28;4;9,75;R$ 4,90
QUA1123;PLACA 103X225 ABERT 100X107 QUASAR;1;R$ 48,41;4;9,75;R$ 4,71
QUA1105;PLACA 103X225 MARC 2 ABERT QUASAR;1;R$ 63,09;4;9,75;R$ 6,15
QUA1101;PLACA 65X85 MARCADA 50X50 QUASAR;1;R$ 26,54;4;9,75;R$ 2,58
QUA1121;PLACA 90X100 ABERTURA 65X85 QUASAR;1;R$ 25,22;4;9,75;R$ 2,45
QUA1103;PLACA 90X100 MARCADA 3X22 QUASAR;1;R$ 25,55;4;9,75;R$ 2,49
QUA1102;PLACA 90X100 MARCADA 65X65 QUASAR;1;R$ 28,39;4;9,75;R$ 2,76
QUA1104;PLACA 90X100 PARA IDENTIFICAÇAO QUASAR;1;R$ 28,39;4;9,75;R$ 2,76
QUA1106;PLACA 90X100MM FURADA P/ TOM EMB QUASAR 50X50MM;1;R$ 33,06;4;9,75;R$ 3,22
QUA1612;PLACA MODULAR PARA 12 MODULOS;1;R$ 110,29;4;9,75;R$ 10,75
QUA1618;PLACA MODULAR PARA 18 MODULOS;1;R$ 122,95;4;9,75;R$ 11,98
QUA1432N;PROTETOR NEUTRO P/ BARR 32 TERM QUASAR;1;R$ 22,83;4;9,75;R$ 2,22
QUA1408N;PROTETOR NEUTRO P/ BARR 8 TERM QUASAR;1;R$ 13,40;4;9,75;R$ 1,30
QUA1408T;PROTETOR TERRA P/ BARR 8 TERM QUASAR;1;R$ 13,40;4;9,75;R$ 1,30
QUA1303;QUADRO QUASAR 13 MODULOS 3 TOMADAS;1;R$ 384,71;4;9,75;R$ 37,50
QUA1303B;QUADRO QUASAR 13 MODULOS 3 TOMADAS DE BLOQUEIO;1;R$ 454,10;4;9,75;R$ 44,27
QUA1306;QUADRO QUASAR 13 MODULOS 6 TOMADAS;1;R$ 359,58;4;9,75;R$ 35,05
QUA1904B;QUADRO QUASAR 19 MODULOS 4 TOMADAS DE BLOQUEIO;1;R$ 542,69;4;9,75;R$ 52,91
QUA1908;QUADRO QUASAR 19 MODULOS 8 TOMADAS;1;R$ 624,10;4;9,75;R$ 60,84
QUA0112;QUADRO QUASAR 1X12 MODULOS 12 DISJUNTORES;1;R$ 294,12;4;9,75;R$ 28,67
QUA0118;QUADRO QUASAR 1X18 MODULOS 18 DISJUNTORES;1;R$ 326,80;4;9,75;R$ 31,86
QUA2403;QUADRO QUASAR 24 MODULOS 3 TOMADAS;1;R$ 717,73;4;9,75;R$ 69,97
QUA0212;QUADRO QUASAR 2X12 MODULOS 24 DISJUNTORES;1;R$ 359,49;4;9,75;R$ 35,05
QUA0218;QUADRO QUASAR 2X18 MODULOS 36 DISJUNTORES;1;R$ 395,43;4;9,75;R$ 38,55
QUA0003;QUADRO QUASAR 3 TOMADAS;1;R$ 238,24;4;9,75;R$ 23,22
QUA3604;QUADRO QUASAR 36 MODULOS 4 TOMADAS;1;R$ 947,90;4;9,75;R$ 92,42
QUA0312;QUADRO QUASAR 3X12 MODULOS 36 DISJUNTORES;1;R$ 434,97;4;9,75;R$ 42,40
QUA0318;QUADRO QUASAR 3X18 MODULOS 54 DISJUNTORES;1;R$ 478,46;4;9,75;R$ 46,64
QUA0004;QUADRO QUASAR 4 TOMADAS;1;R$ 264,71;4;9,75;R$ 25,80
QUA0418;QUADRO QUASAR 4X18 MODULOS 72 DISJUNTORES;1;R$ 669,85;4;9,75;R$ 65,31
QUA0501B;QUADRO QUASAR 5 MODULOS 1 TOMADAS DE BLOQUEIO;1;R$ 257,29;4;9,75;R$ 25,08
QUA0502;QUADRO QUASAR 5 MODULOS 2 TOMADAS;1;R$ 302,69;4;9,75;R$ 29,51
QUA0802B;QUADRO QUASAR 8 MODULOS 2 TOMADAS DE BLOQUEIO;1;R$ 336,33;4;9,75;R$ 32,79
QUA0804;QUADRO QUASAR 8 MODULOS 4 TOMADAS;1;R$ 448,43;4;9,75;R$ 43,72
QUA4634;QUADRO UNIVERSAL QUASAR 460X340X160;1;R$ 264,79;4;9,75;R$ 25,81
QUA4644;QUADRO UNIVERSAL QUASAR 460X448X160;1;R$ 229,69;4;9,75;R$ 22,39
QUA6134;QUADRO UNIVERSAL QUASAR 610X340X160;1;R$ 248,03;4;9,75;R$ 24,18
QUA6144;QUADRO UNIVERSAL QUASAR 610X448X160;1;R$ 223,02;4;9,75;R$ 21,74
QUA8444;QUADRO UNIVERSAL QUASAR 842X448X160;1;R$ 280,91;4;9,75;R$ 27,38
QUA1412;SUP INCLINADO P/ BARRAMENTOS N/T 12 MOD DIN QUASAR;1;R$ 17,55;4;9,75;R$ 1,71
QUA1418;SUPORTE INCLINADO P/BARRAMENTOS N/T 18 MOD DIN;1;R$ 21,07;4;9,75;R$ 2,05
S8622;TOM PAINEL KICK C/BORNE 10A 250V~ VM;1;R$ 5,81;7;9,75;R$ 0,56
S8621BR;TOM PAINEL KICK C/BORNE 20A 250V~ BR;1;R$ 3,22;7;9,75;R$ 0,31
S8621;TOM PAINEL KICK C/BORNE 20A 250V~ PT;1;R$ 8,06;7;9,75;R$ 0,78
S8623;TOM PAINEL KICK C/BORNE 20A 250V~ VM;1;R$ 8,06;7;9,75;R$ 0,78
S8630;TOM PAINEL KICK C/CABO 10A 250V VM;1;R$ 23,23;7;9,75;R$ 2,26
S8628;TOM PAINEL KICK C/CABO 10A 250V~ PT;1;R$ 23,23;7;9,75;R$ 2,26
S8628C;TOM PAINEL KICK C/CABO 10A 250V~ PT;1;R$ 14,04;7;9,75;R$ 1,36
S8629;TOM PAINEL KICK C/CABO 20A 250V~ PT;1;R$ 25,97;7;9,75;R$ 2,53
S8629C;TOM PAINEL KICK C/CABO 20A 250V~ PT;1;R$ 9,88;7;9,75;R$ 0,96
S8631;TOM PAINEL KICK C/CABO 20A 250V~ VM;1;R$ 25,97;7;9,75;R$ 2,53
S8625;TOM PAINEL KICK FAST-ON 20A 250V~ PT;1;R$ 4,37;7;9,75;R$ 0,42
S8627;TOM PAINEL KICK FAST-ON 20A 250V~ VM;1;R$ 4,37;7;9,75;R$ 0,42
S8620;TOM PAINEL KICK GARRA PLASTICA C/BORNE 10A;1;R$ 5,81;7;9,75;R$ 0,56
S8624;TOM PAINEL KICK GARRA PLASTICA FAST-ON 10A;1;R$ 3,97;7;9,75;R$ 0,38
S8626;TOM PAINEL KICK GARRA PLASTICA FAST-ON 10A;1;R$ 3,97;7;9,75;R$ 0,38
S8640AM;TOM QUASAR C/TAMPA 2P+T 10A 250V NBR14136 AMARELA;20;R$ 26,67;7;9,75;R$ 2,60
S8640;TOM QUASAR C/TAMPA 2P+T 10A 250V NBR14136 AZUL;20;R$ 26,67;7;9,75;R$ 2,60
S8640VM;TOM QUASAR C/TAMPA 2P+T 10A 250V NBR14136 VERMELHA;20;R$ 26,67;7;9,75;R$ 2,60
S8641AM;TOM QUASAR C/TAMPA 2P+T 20A 250V NBR14136 AMARELA;20;R$ 31,89;7;9,75;R$ 3,10
S8641;TOM QUASAR C/TAMPA 2P+T 20A 250V NBR14136 AZUL;20;R$ 31,89;7;9,75;R$ 3,10
S8641VM;TOM QUASAR C/TAMPA 2P+T 20A 250V NBR14136 VERMELHA;20;R$ 31,89;7;9,75;R$ 3,10
S8642;TOM QUASAR RJ 45 C/TAMPA AZUL;1;R$ 29,93;7;9,75;R$ 2,91
SCM521;BASE EMBUTIR OURO BOX 05 MODULOS P/ QUADRO SCM5;1;R$ 7,42;7;9,75;R$ 0,72
SCM806;BASE EMBUTIR OURO BOX 08 MODULOS P/ QUADRO SCM8;1;R$ 9,48;7;9,75;R$ 0,92
SCM12211;BASE EMBUTIR OURO BOX 12 MODULOS P/ QUADRO SCM12;1;R$ 12,54;7;9,75;R$ 1,22
SCM1611;BASE EMBUTIR OURO BOX 16 MODULOS P/ QUADRO SCM16;1;R$ 16,01;7;9,75;R$ 1,56
SCM24221;BASE EMBUTIR OURO BOX 24 MODULOS P/ QUADRO SCM24;1;R$ 22,65;7;9,75;R$ 2,20
SCE367;BASE EMBUTIR OURO BOX 36 MODULOS P/ QUADRO SCE36;1;R$ 23,31;7;9,75;R$ 2,27
SCE4831;BASE EMBUTIR OURO BOX 48 MODULOS P/ QUADRO SCE48;1;R$ 29,29;7;9,75;R$ 2,85
SVDI300B;KIT BASE DE EMBUTIR DO QUADRO CONECTIVIDADE VDI DI;1;R$ 16,51;7;9,75;R$ 1,60
SVDI300K;KIT CONECTIVIDADE VDI DIAMANT BOX PORTA OPACA;1;R$ 29,75;7;9,75;R$ 2,90
SSCM16KIT;KIT TAMPA PORTA OURO BOX 16 DIN BR;1;R$ 24,76;7;15;R$ 3,71
SKIT16PTW;KIT TAMPA PORTA OURO BOX 16 MOD PORTA FUME;1;R$ 29,64;7;9,75;R$ 2,88
SKIT16POW;KIT TAMPA PORTA OURO BOX 16 MOD PORTA OPACA;1;R$ 24,01;7;9,75;R$ 2,34
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SKIT5PTW;KIT TAMPA PORTA TRILHO OURO BOX 05 MOD PORTA FUME;1;R$ 14,05;7;15;R$ 2,10
SKIT5POW;KIT TAMPA PORTA TRILHO OURO BOX 05 MOD PORTA OPACA;1;R$ 10,20;7;9,75;R$ 0,99
SKIT8PTW;KIT TAMPA PORTA TRILHO OURO BOX 08 MOD PORTA FUME;1;R$ 17,63;7;9,75;R$ 1,71
SKIT8POW;KIT TAMPA PORTA TRILHO OURO BOX 08 MOD PORTA OPACA;1;R$ 14,22;7;9,75;R$ 1,38
SKIT12PTW;KIT TAMPA PORTA TRILHO OURO BOX 12 MOD PORTA FUME;1;R$ 23,24;7;9,75;R$ 2,26
SKIT12POW;KIT TAMPA PORTA TRILHO OURO BOX 12 MOD PORTA OPACA;1;R$ 18,81;7;9,75;R$ 1,83
SKIT24PTW;KIT TAMPA PORTA TRILHO OURO BOX 24 MOD PORTA FUME;1;R$ 41,39;7;9,75;R$ 4,03
SKIT24POW;KIT TAMPA PORTA TRILHO OURO BOX 24 MOD PORTA OPACA;1;R$ 33,98;7;9,75;R$ 3,31
SKIT36PTC;KIT TAMPA PORTA TRILHO OURO BOX 36 MOD PORTA FUME;1;R$ 82,56;7;9,75;R$ 8,04
SKIT36POC;KIT TAMPA PORTA TRILHO OURO BOX 36 MOD PORTA OPACA;1;R$ 69,95;7;9,75;R$ 6,82
SKIT48PTC;KIT TAMPA PORTA TRILHO OURO BOX 48 MOD PORTA FUME;1;R$ 116,47;7;15;R$ 17,47
SKIT48POC;KIT TAMPA PORTA TRILHO OURO BOX 48 MOD PORTA OPACA;1;R$ 87,90;7;9,75;R$ 8,57
SKIT0012;KIT TRAVA E PARAFUSOS P/ QUADROS DE DISTRIBUICAO;1;R$ 1,06;7;9,75;R$ 0,10
KIT1825VDI;KIT VDI OURO BOX 18X25 CM;1;R$ 26,90;7;9,75;R$ 2,62
SCM5PTK;PORTA FUME TRANSP OURO BOX 05 MOD P/ QD EMB/SOB;1;R$ 6,71;7;15;R$ 1,00
SCM8PTK;PORTA FUME TRANSP OURO BOX 08 MOD P/ QD EMB/SOB;1;R$ 8,73;7;9,75;R$ 0,85
SCM12PTK;PORTA FUME TRANSP OURO BOX 12 MOD P/ QD EMB/SOB;1;R$ 11,42;7;9,75;R$ 1,11
SCM16PTK;PORTA FUME TRANSP OURO BOX 16 MOD P/ QD EMB/SOB;1;R$ 15,13;7;9,75;R$ 1,47
SCM24PTK;PORTA FUME TRANSP OURO BOX 24/36/48 MOD EMB/SOB;1;R$ 20,07;7;9,75;R$ 1,95
SCM5POK;PORTA OPACA BRANCA OURO BOX 05 MOD P/ QD EMB/SOB;1;R$ 5,28;7;9,75;R$ 0,51
SCM8POK;PORTA OPACA BRANCA OURO BOX 08 MOD P/ QD EMB/SOB;1;R$ 7,12;7;9,75;R$ 0,69
SCM12POK;PORTA OPACA BRANCA OURO BOX 12 MOD P/ QD EMB/SOB;1;R$ 10,32;7;15;R$ 1,54
SCM16POK;PORTA OPACA BRANCA OURO BOX 16 MOD P/ QD EMB/SOB;1;R$ 12,01;7;9,75;R$ 1,17
SCM24POK;PORTA OPACA BRANCA OURO BOX 24/36/48 MOD EMB/SOB;1;R$ 16,33;7;9,75;R$ 1,59
SVDI300;QUADRO CONECTIVIDADE VDI DIAMANT BOX PORTA OPACA;1;R$ 46,26;7;9,75;R$ 4,51
SCE36PTB;QUADRO EMB 36 DISJ DIN P.TRANSP BARR;1;R$ 162,53;7;9,75;R$ 15,84
SGB5TC;QUADRO EMB GOLDEN BOX 05 IN PORTA TRANSP IP40;1;R$ 15,78;7;9,75;R$ 1,53
SGB8TC;QUADRO EMB GOLDEN BOX 08 DIN PORTA TRANSP IP40;1;R$ 21,15;7;9,75;R$ 2,06
SGB24OC;QUADRO EMB GOLDEN BOX 24 DIN PORTA OPACA IP40;1;R$ 43,83;7;9,75;R$ 4,27
SGB24TC;QUADRO EMB GOLDEN BOX 24 DIN PORTA TRANSP IP40;1;R$ 28,44;7;9,75;R$ 2,77
SGB36OC;QUADRO EMB GOLDEN BOX 36 DIN PORTA OPACA IP40;1;R$ 74,15;7;9,75;R$ 7,22
SGB48OC;QUADRO EMB GOLDEN BOX 48 DIN PORTA OPACA;1;R$ 96,23;7;9,75;R$ 9,38
SGB48TC;QUADRO EMB GOLDEN BOX 48 DIN PORTA TRANSP;1;R$ 110,67;7;9,75;R$ 10,79
SCM5TBR;QUADRO EMB OURO BOX 05 DIN PORTA FUME;1;R$ 16,99;7;9,75;R$ 1,65
SCM5TBRB;QUADRO EMB OURO BOX 05 DIN PORTA FUME C/ BARR;1;R$ 46,04;7;9,75;R$ 4,48
SCM5OBR;QUADRO EMB OURO BOX 05 DIN PORTA OPACA;1;R$ 14,79;7;9,75;R$ 1,44
SCM5OBRB;QUADRO EMB OURO BOX 05 DIN PORTA OPACA C/ BARR;1;R$ 24,81;7;9,75;R$ 2,41
SCM8TBR;QUADRO EMB OURO BOX 08 DIN PORTA FUME;1;R$ 22,78;7;9,75;R$ 2,22
SCM8TBRB;QUADRO EMB OURO BOX 08 DIN PORTA FUME C/ BARR;1;R$ 38,25;7;9,75;R$ 3,72
SCM8OBR;QUADRO EMB OURO BOX 08 DIN PORTA OPACA;1;R$ 19,80;7;9,75;R$ 1,93
SCM8OBRB;QUADRO EMB OURO BOX 08 DIN PORTA OPACA C/ BARR;1;R$ 33,25;7;9,75;R$ 3,24
SCM12TBR;QUADRO EMB OURO BOX 12 DIN PORTA FUME;1;R$ 30,06;7;9,75;R$ 2,93
SCM12TBRB;QUADRO EMB OURO BOX 12 DIN PORTA FUME C/ BARR;1;R$ 50,45;7;9,75;R$ 4,91
SCM12OBR;QUADRO EMB OURO BOX 12 DIN PORTA OPACA;1;R$ 26,13;7;9,75;R$ 2,54
SCM12OBRB;QUADRO EMB OURO BOX 12 DIN PORTA OPACA C/ BARR;1;R$ 43,88;7;9,75;R$ 4,27
