PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
H3056;ACOP TRITON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 26,56;4;9,75;R$ 2,58
H3059;ACOP TRITON 2P+T 16A 380/415V 9H VM IP44;1;R$ 26,56;4;9,75;R$ 2,58
H3256;ACOP TRITON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 33,43;4;9,75;R$ 3,25
H3259;ACOP TRITON 2P+T 32A 380/415V 9H VM IP44;1;R$ 33,43;4;9,75;R$ 3,25
H5056;ACOP TRITON 3P+N+T 16A 240/415V 6H VM IP44;1;R$ 37,97;4;9,75;R$ 3,70
H5256;ACOP TRITON 3P+N+T 32A 240/415V 6H VM IP44;1;R$ 74,74;4;9,75;R$ 7,28
H4059;ACOP TRITON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 30,98;4;9,75;R$ 3,02
H4056;ACOP TRITON 3P+T 16A 380/440V 6H VM IP44;1;R$ 30,98;4;9,75;R$ 3,02
H4259;ACOP TRITON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 36,86;4;9,75;R$ 3,59
H4256;ACOP TRITON 3P+T 32A 380/415V 6H VM IP44;1;R$ 36,86;4;9,75;R$ 3,59
H3076;PLUG TRITON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 20,09;4;9,75;R$ 1,95
H3079;PLUG TRITON 2P+T 16A 380/415V 9H VM IP44;1;R$ 20,09;4;9,75;R$ 1,95
H3276;PLUG TRITON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 27,03;4;9,75;R$ 2,63
H3279;PLUG TRITON 2P+T 32A 380/415V 9H VM IP44;1;R$ 27,03;4;9,75;R$ 2,63
H5076;PLUG TRITON 3P+N+T 16A 240/415V 6H VM IP44;1;R$ 29,79;4;9,75;R$ 2,90
H5276;PLUG TRITON 3P+N+T 32A 240/415V 6H VM IP44;1;R$ 35,02;4;9,75;R$ 3,41
H4079;PLUG TRITON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 24,10;4;9,75;R$ 2,34
H4076;PLUG TRITON 3P+T 16A 380/440V 6H VM IP44;1;R$ 24,10;4;9,75;R$ 2,34
H4279;PLUG TRITON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 31,98;4;9,75;R$ 3,11
H4276;PLUG TRITON 3P+T 32A 380/440V 6H VM IP44;1;R$ 31,98;4;9,75;R$ 3,11
H3046;TOM EMB TRITON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 20,40;4;9,75;R$ 1,98
H3049;TOM EMB TRITON 2P+T 16A 380/415V 9H VM IP44;1;R$ 20,40;4;9,75;R$ 1,98
H3246;TOM EMB TRITON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 28,70;4;9,75;R$ 2,79
H3249;TOM EMB TRITON 2P+T 32A 380/415V 9H VM IP44;1;R$ 28,70;4;9,75;R$ 2,79
H5046;TOM EMB TRITON 3P+N+T 16A 240/415V 6H VM IP44;1;R$ 33,29;4;9,75;R$ 3,24
H5246;TOM EMB TRITON 3P+N+T 32A 240/415V 6H VM IP44;1;R$ 42,06;4;9,75;R$ 4,10
H4049;TOM EMB TRITON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 27,10;4;9,75;R$ 2,64
H4046;TOM EMB TRITON 3P+T 16A 380/440V 6H VM IP44;1;R$ 27,10;4;9,75;R$ 2,64
H4249;TOM EMB TRITON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 29,52;4;9,75;R$ 2,87
H4246;TOM EMB TRITON 3P+T 32A 380/440V 6H VM IP44;1;R$ 29,52;4;9,75;R$ 2,87
H4009;TOM SOB NEXUS 3P+T 16A 200/250V 9H AZ IP44;1;R$ 34,01;4;9,75;R$ 3,31
H3006;TOM SOB TRITON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 26,26;4;9,75;R$ 2,56
H3009;TOM SOB TRITON 2P+T 16A 380/415V 9H VM IP44;1;R$ 26,26;4;9,75;R$ 2,56
H3206;TOM SOB TRITON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 34,24;4;9,75;R$ 3,33
H3209;TOM SOB TRITON 2P+T 32A 380/415V 9H VM IP44;1;R$ 34,24;4;9,75;R$ 3,33
H5006;TOM SOB TRITON 3P+N+T 16A 240/415V 6H VM IP44;1;R$ 41,14;4;9,75;R$ 4,01
H5206;TOM SOB TRITON 3P+N+T 32A 240/415V 6H VM IP44;1;R$ 52,89;4;9,75;R$ 5,15
H4006;TOM SOB TRITON 3P+T 16A 380/440V 6H VM IP44;1;R$ 34,01;4;9,75;R$ 3,31
H4209;TOM SOB TRITON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 34,44;4;9,75;R$ 3,35
H4206;TOM SOB TRITON 3P+T 32A 380/415V 6H VM IP44;1;R$ 34,44;4;9,75;R$ 3,35
BLOD1250;BLOQUEIO TRAVA P/ CX MOLD 1250A;1;R$ 109,84;4;9,75;R$ 10,70
BLOD800;BLOQUEIO TRAVA P/ CX MOLD 400/630/800A;1;R$ 57,19;4;9,75;R$ 5,57
BLOD250;BLOQUEIO TRAVA P/ CX MOLD 63/100/250A;1;R$ 50,84;4;9,75;R$ 4,95
BLOD63;BLOQUEIO TRAVA P/ MINI-DISJ 63;1;R$ 22,74;4;9,75;R$ 2,21
BLOD125;BLOQUEIO TRAVA P/ MINI-DISJ 80/100/125A;1;R$ 22,74;4;9,75;R$ 2,21
BLOP250;BLOQUEIO TRAVA PARA PLUGS 16/250A;1;R$ 87,47;4;9,75;R$ 8,52
CADVM;CADEADO PARA DISPOSITIVOS DE BLOQUEIO;1;R$ 49,93;4;9,75;R$ 4,86
SM8623;CAIXA MULTIPLEX COM 2 x S-8623;1;R$ 74,29;7;9,75;R$ 7,24
SM5810;CX MULTIPLEX COM 1 X S-8640;1;R$ 94,88;7;9,75;R$ 9,25
SM5820;CX MULTIPLEX COM 1 X S8641;1;R$ 106,15;7;9,75;R$ 10,34
SM8621;CX MULTIPLEX COM 2 x S-8621;1;R$ 59,96;7;9,75;R$ 5,84
PLA15A;ANILHAS 10 X 5 X 0.8MM;1;R$ 0,86;4;9,75;R$ 0,08
PLA10BN;BARRAMENTO NEUTRO 80A 10 TERMINAIS PLATINNUM BOX;1;R$ 21,39;4;9,75;R$ 2,08
PLA10BT;BARRAMENTO TERRA 80A 10 TERMINAIS PLATINNUM BOX;1;R$ 21,39;4;9,75;R$ 2,08
PLA18Y90;FECHADURA METALICA C/ CHAVE P90;1;R$ 45,39;4;0;R$ 0,00
PLA18YALE;FECHADURA METÁLICA NI221 PLATINNUM BOX;1;R$ 37,41;4;0;R$ 0,00
PLA18TRIA;FECHADURA TRIANG PLASTICO T10MM;1;R$ 9,36;4;0;R$ 0,00
PLA15MDO;MOLA PARA DOBRADICA;1;R$ 0,86;4;0;R$ 0,00
PLA15MDA;MOLA PARA DOBRADICA PERNO DE LATAO P/ QUADROS 500M;1;R$ 0,86;4;9,75;R$ 0,08
PLA15PEX;PARAFUSO C PORCA JUNCAO SMX EXT;1;R$ 14,79;4;9,75;R$ 1,44
PLA15D20;PARAFUSO DIN7985 DACR M4X20 P/ QUADROS P125;1;R$ 0,86;4;6,5;R$ 0,05
PLA15D16;PARAFUSO PCL 82 DACR M4X16 P/ QUADRO P90;1;R$ 0,86;4;6,5;R$ 0,05
PLA15PIN;PARAFUSO PLASTICO C PORCA JUNCAO SMX INT;1;R$ 8,67;4;9,75;R$ 0,84
PLA15PCF;PARAFUSO PLASTICO COM FURO 1/4 DE VOLTA;1;R$ 14,79;4;9,75;R$ 1,44
PLA15PSF;PARAFUSO PLASTICO SEM FURO 1/4 DE VOLTA;1;R$ 4,72;4;9,75;R$ 0,46
PLA18RP90;PUXADOR RODAR PLASTICO PLANO P90;1;R$ 10,11;4;3,25;R$ 0,32
PLA18PUXA;PUXADOR RODAR PLÁSTICO P125;1;R$ 7,82;4;3,25;R$ 0,25
PA15AA4;PILHA ALCALINA 1.5V AA PACK C/4;18;R$ 3,87;4;9,75;R$ 0,37
PA15AA2;PILHA ALCALINA STECK 1.5V TIPO AA PACK C/2;18;R$ 1,95;4;9,75;R$ 0,19
PA15AAA2;PILHA ALCALINA STECK 1.5V TIPO AAA PACK C/2;16;R$ 2,35;4;9,75;R$ 0,22
PA15AAA4;PILHA ALCALINA STECK 1.5V TIPO AAA PACK C/4;16;R$ 4,32;4;9,75;R$ 0,42
PA15C2;PILHA ALCALINA STECK 1.5V TIPO C PACK C/2;6;R$ 5,46;4;9,75;R$ 0,53
PA15D2;PILHA ALCALINA STECK 1.5V TIPO D PACK C/2;6;R$ 7,82;4;9,75;R$ 0,76
PA09V;PILHA ALCALINA STECK 9V PACK C/1;12;R$ 4,70;4;9,75;R$ 0,45
SM1SZ11;FIM DE CURSO METAL 1 ENT HASTE FLEX ACO;1;R$ 72,99;4;9,75;R$ 7,11
SM1DZ11;FIM DE CURSO METAL 1 ENT PIST C/ ROLDANA;1;R$ 52,84;4;9,75;R$ 5,15
SM1WZ11;FIM DE CURSO METAL METÁLICO COM 1 ENTRADA, HASTE P;1;R$ 72,99;4;9,75;R$ 7,11
SP1EZ11;FIM DE CURSO PLAST 1 ENT AL C/ROLD AT HZ;1;R$ 38,95;4;9,75;R$ 3,79
SP1KZ11;FIM DE CURSO PLAST 1 ENT AL ROLD COMP VA;1;R$ 37,58;4;9,75;R$ 3,66
SM1GZ11;FIM DE CURSO STECK METAL 1 ENT AL C/ROLD AT 2X;1;R$ 46,16;4;9,75;R$ 4,50
SM1EZ11;FIM DE CURSO STECK METAL 1 ENT AL C/ROLD AT HZ;1;R$ 49,81;4;9,75;R$ 4,85
SM1FZ11;FIM DE CURSO STECK METAL 1 ENT AL C/ROLD AT VT;1;R$ 58,36;4;9,75;R$ 5,69
SM1UZ11;FIM DE CURSO STECK METAL 1 ENT AL ROLD COMP VA;1;R$ 48,61;4;9,75;R$ 4,73
SM1RZ11;FIM DE CURSO STECK METAL 1 ENT HASTE FLEXIVEL;1;R$ 50,64;4;9,75;R$ 4,93
SM1CZ11;FIM DE CURSO STECK METAL 1 ENT PIST SMPS CURTO;1;R$ 59,64;4;9,75;R$ 5,81
SP1GZ11;FIM DE CURSO STECK PLAST 1 ENT AL C/ROLD AT 2X;1;R$ 34,59;4;9,75;R$ 3,37
SP1WZ11;FIM DE CURSO STECK PLAST 1 ENT HASTE RED REGUL;1;R$ 39,00;4;9,75;R$ 3,80
SP1DZ11;FIM DE CURSO STECK PLAST 1 ENT PIST C/ ROLDANA;1;R$ 33,17;4;9,75;R$ 3,23
SP1CZ11;FIM DE CURSO STECK PLAST 1 ENT PIST SMPS CURTO;1;R$ 31,93;4;9,75;R$ 3,11
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SM3GZ11;FIM DE CURSO STECO METAL 3 ENT AL C/ROLD AT 2X;1;R$ 55,41;4;9,75;R$ 5,40
SM3EZ11;FIM DE CURSO STECO METAL 3 ENT AL C/ROLD AT HZ;1;R$ 48,62;4;9,75;R$ 4,74
SM3UZ11;FIM DE CURSO STECO METAL 3 ENT AL ROLD COMP VA;1;R$ 48,44;4;9,75;R$ 4,72
SM3RZ11;FIM DE CURSO STECO METAL 3 ENT HASTE FLEXIVEL;1;R$ 49,86;4;9,75;R$ 4,86
SM3DZ11;FIM DE CURSO STECO METAL 3 ENT PIST C/ ROLDANA;1;R$ 47,33;4;9,75;R$ 4,61
SM3CZ11;FIM DE CURSO STECO METAL 3 ENT PIST SMPS CURTO;1;R$ 58,83;4;9,75;R$ 5,73
SP1FZ11;FIM DE CURSO STECO PLAST 1 ENT AL C/ROLD AT VT;1;R$ 35,23;4;9,75;R$ 3,43
SP1UZ11;FIM DE CURSO STECO PLAST 1 ENT AL ROLD COMP VA;1;R$ 33,28;4;9,75;R$ 3,24
SP1SZ11;FIM DE CURSO STECO PLAST 1 ENT HASTE FLEX ACO;1;R$ 35,80;4;9,75;R$ 3,49
SMD115;BASE FIX INDIVIDUAL FRAME 11.5 RELE S-D2;1;R$ 1,57;4;9,75;R$ 0,15
SMD25;BASE FIX INDIVIDUAL FRAME 25 RELE SD2/SRT;1;R$ 30,69;4;9,75;R$ 2,99
SMD36;BASE FIX INDIVIDUAL FRAME 36 RELE SD2/SRT;1;R$ 34,72;4;9,75;R$ 3,38
SMD93;BASE FIX INDIVIDUAL FRAME 93 RELE SD2/SRT;1;R$ 97,55;4;9,75;R$ 9,51
SR2115Z0B;MINI RELE TERMICO CHALLENGER 0.16A-0.25A;1;R$ 62,57;4;3,25;R$ 2,03
SR2115Z0D;MINI RELE TERMICO CHALLENGER 0.40A-0.63A;1;R$ 68,70;4;3,25;R$ 2,23
SR2115Z0E;MINI RELE TERMICO CHALLENGER 0.63A-1A;1;R$ 89,64;4;3,25;R$ 2,91
SR2115Z1C;MINI RELE TERMICO CHALLENGER 1.6A-2.5A;1;R$ 84,70;4;3,25;R$ 2,75
SR2115Z1A;MINI RELE TERMICO CHALLENGER 1A-1.6A;1;R$ 69,66;4;3,25;R$ 2,26
SR2115Z1D;MINI RELE TERMICO CHALLENGER 2.5A-4A;1;R$ 78,21;4;3,25;R$ 2,54
SR2115Z1E;MINI RELE TERMICO CHALLENGER 4A-6A;1;R$ 66,56;4;3,25;R$ 2,16
SR2115Z1F;MINI RELE TERMICO CHALLENGER 5.5A-8A;1;R$ 74,66;4;3,25;R$ 2,42
SR2115Z1G;MINI RELE TERMICO CHALLENGER 7A-10A;1;R$ 68,74;4;3,25;R$ 2,23
SR2115Z1H;MINI RELE TERMICO CHALLENGER 9A-13A;1;R$ 65,07;4;3,25;R$ 2,11
SD21801D;RELE CHALLENGER SD2 FRAME 180 50/60HZ 90A-120A;1;R$ 205,08;4;3,25;R$ 6,66
SD24001B;RELE CHALLENGER SD2 FRAME 400 50/60HZ 125i200A;1;R$ 503,73;4;3,25;R$ 16,37
SD24003A;RELE CHALLENGER SD2 FRAME 400 50/60HZ 160i250A;1;R$ 421,51;4;3,25;R$ 13,69
SD24001C;RELE CHALLENGER SD2 FRAME 400 50/60HZ 200A-320A;1;R$ 213,62;4;3,25;R$ 6,94
SD24003C;RELE CHALLENGER SD2 FRAME 400 50/60HZ 250A-400A;1;R$ 203,91;4;3,25;R$ 6,62
SHXJ9400;RELE FALTA E SEQUENCIA FASE 400VCA;1;R$ 194,37;4;3,25;R$ 6,31
SRT25P16;RELE SRT FRAME 25 50/60HZ 0.1-0.16A;1;R$ 48,24;4;3,25;R$ 1,56
SRT25P25;RELE SRT FRAME 25 50/60HZ 0.16-0.25A;1;R$ 48,24;4;3,25;R$ 1,56
SRT25P4;RELE SRT FRAME 25 50/60HZ 0.25-0.4A;1;R$ 48,24;4;3,25;R$ 1,56
SRT251;RELE SRT FRAME 25 50/60HZ 0.63-1A;1;R$ 48,24;4;3,25;R$ 1,56
SRT251P6;RELE SRT FRAME 25 50/60HZ 1.00-1.6A;1;R$ 48,24;4;3,25;R$ 1,56
SRT252P5;RELE SRT FRAME 25 50/60HZ 1.60-2.5A;1;R$ 48,24;4;3,25;R$ 1,56
SRT2518;RELE SRT FRAME 25 50/60HZ 12-18A;1;R$ 48,24;4;3,25;R$ 1,56
SRT2525;RELE SRT FRAME 25 50/60HZ 17-25A;1;R$ 58,12;4;3,25;R$ 1,88
SRT254;RELE SRT FRAME 25 50/60HZ 2.5-4A;1;R$ 48,24;4;3,25;R$ 1,56
SRT256;RELE SRT FRAME 25 50/60HZ 4-6A;1;R$ 48,24;4;3,25;R$ 1,56
SRT258;RELE SRT FRAME 25 50/60HZ 5.5-8A;1;R$ 48,24;4;3,25;R$ 1,56
SRT2510;RELE SRT FRAME 25 50/60HZ 7-10A;1;R$ 48,24;4;3,25;R$ 1,56
SRT2513;RELE SRT FRAME 25 50/60HZ 9-13A;1;R$ 48,24;4;3,25;R$ 1,56
SRT3632;RELE SRT FRAME 36 50/60HZ 23-32A;1;R$ 58,12;4;3,25;R$ 1,88
SRT3832;RELE SRT FRAME 38 50/60HZ 23-32A;1;R$ 63,92;4;3,25;R$ 2,07
SRT3840;RELE SRT FRAME 38 50/60HZ 30-40A;1;R$ 48,24;4;3,25;R$ 1,56
SRT9332;RELE SRT FRAME 93 50/60HZ 23-32A;1;R$ 76,59;4;3,25;R$ 2,48
SRT9340;RELE SRT FRAME 93 50/60HZ 30-40A;1;R$ 76,59;4;3,25;R$ 2,48
SRT9350;RELE SRT FRAME 93 50/60HZ 37-50A;1;R$ 109,69;4;3,25;R$ 3,56
SRT9365;RELE SRT FRAME 93 50/60HZ 48-65A;1;R$ 129,86;4;3,25;R$ 4,22
SRT9370;RELE SRT FRAME 93 50/60HZ 55-70A;1;R$ 129,86;4;3,25;R$ 4,22
SRT9380;RELE SRT FRAME 93 50/60HZ 63-80A;1;R$ 129,86;4;3,25;R$ 4,22
SRT9393;RELE SRT FRAME 93 50/60HZ 80-93A;1;R$ 161,38;4;3,25;R$ 5,24
SHKG816B230;TIMER DIGITAL SAIDAS 16-ON 16-OFF 230VCA;1;R$ 53,99;4;3,25;R$ 1,75
SSRM;BOB DE DISP REM DJ MOTOR CHALLENGER FRAME 25 230V~;1;R$ 36,75;4;9,75;R$ 3,58
SSRQ;BOBINA DE DISPARO REMOTO DISJ MOTOR FRAME 25 400V~;1;R$ 53,01;4;9,75;R$ 5,16
SACF11;CONT AUX FRONTAL 1NA+1NF CHALLENGER;1;R$ 19,45;4;9,75;R$ 1,89
SACF20;CONT AUX FRONTAL 2NA+0NF CHALLENGER;1;R$ 19,39;4;9,75;R$ 1,89
SACL11;CONT AUX LAT 1NA+1NF DJ MOTOR CHALLENGER FRAME 25;1;R$ 21,48;4;9,75;R$ 2,09
SACL11B;CONT AUX LAT 1NA+1NF DJ MOTOR CHALLENGER FRAME 80;1;R$ 25,08;4;9,75;R$ 2,44
SACL20;CONT AUX LAT 2NA+0NF DJ MOTOR CHALLENGER FRAME 25;1;R$ 21,84;4;9,75;R$ 2,12
SACL20B;CONT AUX LATERAL 2NA+0NF P/ DISJ MOTOR FRAME 80;1;R$ 21,85;4;9,75;R$ 2,13
SLS2250A;DISJ MOTOR CHALLENGER 3P 25A 0.1-0.16A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2250B;DISJ MOTOR CHALLENGER 3P 25A 0.16-0.25A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2250C;DISJ MOTOR CHALLENGER 3P 25A 0.25-0.4A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2250D;DISJ MOTOR CHALLENGER 3P 25A 0.4-0.63A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2250E;DISJ MOTOR CHALLENGER 3P 25A 0.63-1A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2251A;DISJ MOTOR CHALLENGER 3P 25A 1-1.6A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2251B;DISJ MOTOR CHALLENGER 3P 25A 1.6-2.5A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2252A;DISJ MOTOR CHALLENGER 3P 25A 13-18A;1;R$ 105,46;4;6,5;R$ 6,85
SLS2252B;DISJ MOTOR CHALLENGER 3P 25A 17-23A;1;R$ 108,37;4;6,5;R$ 7,04
SLS2251C;DISJ MOTOR CHALLENGER 3P 25A 2.5-4A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2252D;DISJ MOTOR CHALLENGER 3P 25A 24-32A;1;R$ 210,92;4;6,5;R$ 13,70
SLS2251D;DISJ MOTOR CHALLENGER 3P 25A 4-6.3A;1;R$ 87,85;4;6,5;R$ 5,71
SLS2251E;DISJ MOTOR CHALLENGER 3P 25A 6-10A;1;R$ 105,46;4;6,5;R$ 6,85
SLS2802B;DISJ MOTOR CHALLENGER 3P 80A 25-40A;1;R$ 210,92;4;6,5;R$ 13,70
SLS2802C;DISJ MOTOR CHALLENGER 3P 80A 40-63A;1;R$ 363,34;4;6,5;R$ 23,61
SLS2802D;DISJ MOTOR CHALLENGER 3P 80A 56-80A;1;R$ 363,34;4;6,5;R$ 23,61
SLS2252C;DISJUNTOR MOTOR CHALLENGER 3P 25A 20-25A;1;R$ 108,37;4;6,5;R$ 7,04
SLS2251F;DISJUNTOR MOTOR CHALLENGER 3P 25A 9-14A;1;R$ 105,46;4;6,5;R$ 6,85
CHP38TP16M1;CH PART DIR 3F CHALLENGER 0.16CV 230VCA 0.63-1A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38TP16QP63;CH PART DIR 3F CHALLENGER 0.16CV 400VCA 0.4-0.63A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38TP1MP63;CH PART DIR 3F CHALLENGER 0.1CV 230VCA 0.4-0.63A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38TP25M1P6;CH PART DIR 3F CHALLENGER 0.25CV 230VCA 1-1.6A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38TP5M2P5;CH PART DIR 3F CHALLENGER 0.5CV 230VCA 1.6-2.5A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38T1P5M6;CH PART DIR 3F CHALLENGER 1.5CV 230VCA 4-6A;1;R$ 142,09;4;3,25;R$ 4,61
CHP38T15M40;CH PART DIR 3F CHALLENGER 15CV 230VCA 30-40A;1;R$ 257,64;4;3,25;R$ 8,37
CHP95T15M40;CH PART DIR 3F CHALLENGER 15CV 230VCA 30-40A;1;R$ 257,64;4;3,25;R$ 8,37
CHP38T15Q25;CH PART DIR 3F CHALLENGER 15CV 400VCA 17-25A;1;R$ 176,64;4;3,25;R$ 5,74
CHP38T1M4;CH PART DIR 3F CHALLENGER 1CV 230VCA 2.5-4A;1;R$ 142,09;4;3,25;R$ 4,61
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
CHP38T1Q2P5;CH PART DIR 3F CHALLENGER 1CV 400VCA 1.6-2.5A;1;R$ 142,09;4;3,25;R$ 4,61
CHP95T20M50;CH PART DIR 3F CHALLENGER 20CV 230VCA 37-50A;1;R$ 435,58;4;3,25;R$ 14,15
CHP38T20Q32;CH PART DIR 3F CHALLENGER 20CV 400VCA 23-32A;1;R$ 259,08;4;3,25;R$ 8,42
CHP95T25M65;CH PART DIR 3F CHALLENGER 25CV 230VCA 48-65A;1;R$ 504,04;4;3,25;R$ 16,38
CHP38T25Q40;CH PART DIR 3F CHALLENGER 25CV 400VCA 30-40A;1;R$ 352,33;4;3,25;R$ 11,45
CHP95T25Q40;CH PART DIR 3F CHALLENGER 25CV 400VCA 30-40A;1;R$ 352,33;4;3,25;R$ 11,45
CHP38T2M8;CH PART DIR 3F CHALLENGER 2CV 230VCA 5.5-8A;1;R$ 148,33;4;3,25;R$ 4,82
CHP38T2Q4;CH PART DIR 3F CHALLENGER 2CV 400VCA 2.5-4A;1;R$ 142,09;4;3,25;R$ 4,61
CHP95T30Q50;CH PART DIR 3F CHALLENGER 30CV 400VCA 37-50A;1;R$ 435,58;4;3,25;R$ 14,15
CHP95T35M93;CH PART DIR 3F CHALLENGER 35CV 230VCA 80-93A;1;R$ 467,10;4;3,25;R$ 15,18
CHP38T3M10;CH PART DIR 3F CHALLENGER 3CV 230VCA 7-10A;1;R$ 148,33;4;3,25;R$ 4,82
CHP38T3Q6;CH PART DIR 3F CHALLENGER 3CV 400VCA 4-6A;1;R$ 142,09;4;3,25;R$ 4,61
CHP95T40Q65;CH PART DIR 3F CHALLENGER 40CV 400VCA 48-65A;1;R$ 504,04;4;3,25;R$ 16,38
CHP38T4Q8;CH PART DIR 3F CHALLENGER 4CV 400VCA 5.5-8A;1;R$ 148,33;4;3,25;R$ 4,82
CHP95T50Q80;CH PART DIR 3F CHALLENGER 50CV 400VCA 63-80A;1;R$ 746,86;4;3,25;R$ 24,27
CHP38T5M18;CH PART DIR 3F CHALLENGER 5CV 230VCA 12-18A;1;R$ 167,14;4;3,25;R$ 5,43
CHP38T5Q10;CH PART DIR 3F CHALLENGER 5CV 400VCA 7-10A;1;R$ 148,33;4;3,25;R$ 4,82
CHP38T7P5M25;CH PART DIR 3F CHALLENGER 7.5CV 230VCA 17-25A;1;R$ 176,64;4;3,25;R$ 5,74
CHP38T7P5Q13;CH PART DIR 3F CHALLENGER 7.5CV 400VCA 9-13A;1;R$ 157,65;4;3,25;R$ 5,12
SDT25R2BT;CH PART DIR CHALLENGER D125A+D225Z2B 440V 15CV;1;R$ 203,95;4;3,25;R$ 6,62
CHP38T10M32;CHAVE PART DIR 3F CHALLENGER 220V 23-32A;1;R$ 259,08;4;3,25;R$ 8,42
CHP95T30M80;CHAVE PART DIR 3F CHALLENGER 220V 63-80A;1;R$ 746,86;4;3,25;R$ 24,27
CHP38T4M13;CHAVE PART DIR 3F CHALLENGER 220V 9-13A;1;R$ 157,65;4;3,25;R$ 5,12
CHP38T10Q18;CHAVE PART DIR 3F CHALLENGER 400VCA 12-18A;1;R$ 167,14;4;3,25;R$ 5,43
CHP95T60Q93;CHAVE PART DIR 3F CHALLENGER 400VCA 80-93A;1;R$ 467,10;4;3,25;R$ 15,18
51063017;ARRUELA TRAVA 63A 6H M-690 VERMELHA;1;R$ 7,38;7;9,75;R$ 0,71
2000279;ARTICULACAO CX S.178.P M544;1;R$ 37,65;7;9,75;R$ 3,67
2442111;BASE CX PASS ALT 474x396x78 M569;1;R$ 150,65;7;9,75;R$ 14,68
02SCE367;BASE CX S.CM.36/24N M507;1;R$ 135,17;7;9,75;R$ 13,17
02SCE483;BASE CX S.CM.48 BR M507;1;R$ 374,31;7;9,75;R$ 36,49
2610016;ESPELHO SHOCK BOX C/FUR TOM QUASAR S864X;1;R$ 49,33;7;9,75;R$ 4,80
2000278;PARAF PL ROSCA TRAPEZOIDAL M545;1;R$ 13,81;7;9,75;R$ 1,34
2032206;PARAFUSO 1/4 VOLTA CX EX-322 M392;1;R$ 5,43;7;9,75;R$ 0,52
02S1880150;PORTA S-188M COM TRAVA M511;1;R$ 110,57;7;9,75;R$ 10,78
2030603;TAMPA S-306 TRANSPARENTE M265;1;R$ 11,60;7;9,75;R$ 1,13
51000005;TERMINAL PVC 32A M687;1;R$ 1,03;7;9,75;R$ 0,10
02330403A;VISOR P/DISJ CX SM-03304 C/TRAVA M461;1;R$ 3,27;7;9,75;R$ 0,31
2000020;TRILHO FIX DISJ DIN CX CV/CM 244.0MM;1;R$ 2,65;7;9,75;R$ 0,25
51016008;SUPOR PINO 16A 3P;1;R$ 157,71;7;9,75;R$ 15,37
51016009;SUPOR PINO 16A 4P MT;1;R$ 189,15;7;9,75;R$ 18,44
24030810;SUPORTE BUCHA 30A 4P (Montada);1;R$ 621,63;7;9,75;R$ 60,60
19250CUP;SUPORTE PINO 3P+T+PIL 250A MT COBRE;1;R$ 734,66;7;9,75;R$ 71,62
02KIT12;KIT DE PARAFUSO E TRAVA PARA CENTRINHOS;1;R$ 0,99;7;9,75;R$ 0,09
63017;PARAF INJET CZ TIPO FENDA IMPERDI M129;250;R$ 3,07;7;9,75;R$ 0,29
2023104;PARAFUSO 1/4 DE VOLTA CZ M412;1;R$ 19,89;7;9,75;R$ 1,93
2023103;PARAFUSO 1/4 VOLTA (ART) M412;1;R$ 19,89;7;9,75;R$ 1,93
02SCM1223;PORTA CM12/8N OPAC BR WALL M559;1;R$ 24,98;7;9,75;R$ 2,43
02SCM163;PORTA CX S.CM.16 OPACA BR M552;1;R$ 8,07;7;9,75;R$ 0,78
02SCM2424;PORTA CX SCM24/16N OPAC WALL M572;1;R$ 4,64;7;9,75;R$ 0,45
19264;SUPORTE BUCHA 4P 200A FIB VID CU CR MONT DIAM 21.5;1;R$ 434,82;7;9,75;R$ 42,39
02SCM162;TAMPA CAIXA S.CM.16 BR M551;1;R$ 11,27;7;9,75;R$ 1,09
